# Detector log started : 2026-07-06 21:15:55.159
# Port                 : /dev/cu.usbmodem142101  Baud: 115200
# Author               : (unset)
# Threshold            : 20 mV
# Columns              : pc_timestamp	evNum	picoTimeMs	adcAtEvent	rateOverall	threshold_mV
#
pc_timestamp	evNum	picoTimeMs	adcAtEvent	rateOverall	threshold_mV
2026-07-06 21:21:49.643	666	608876	47	1.0900	20
2026-07-06 21:21:50.640	667	609919	193	1.0900	20
2026-07-06 21:21:52.660	668	611863	59	1.0900	20
2026-07-06 21:21:53.539	669	612754	55	1.0900	20
2026-07-06 21:21:56.366	670	615587	41	1.0900	20
2026-07-06 21:21:56.850	671	616084	94	1.0900	20
2026-07-06 21:21:56.979	672	616232	35	1.0900	20
2026-07-06 21:21:58.339	673	617623	22	1.0900	20
2026-07-06 21:21:58.645	674	617874	99	1.0900	20
2026-07-06 21:22:00.367	675	619622	27	1.0900	20
2026-07-06 21:22:00.438	676	619708	34	1.0900	20
2026-07-06 21:22:01.144	677	620346	105	1.0900	20
2026-07-06 21:22:01.738	678	620995	59	1.0900	20
2026-07-06 21:22:03.538	679	622772	44	1.0900	20
2026-07-06 21:22:03.643	680	622848	85	1.0900	20
2026-07-06 21:22:04.847	681	624072	101	1.0900	20
2026-07-06 21:22:06.470	682	625645	22	1.0900	20
2026-07-06 21:22:07.653	683	626872	30	1.0900	20
2026-07-06 21:22:07.654	684	626883	39	1.0900	20
2026-07-06 21:22:07.938	685	627228	45	1.0900	20
2026-07-06 21:22:08.049	686	627313	47	1.0900	20
2026-07-06 21:22:08.350	687	627569	28	1.0900	20
2026-07-06 21:22:10.149	688	629333	126	1.0900	20
2026-07-06 21:22:11.640	689	630845	150	1.0900	20
2026-07-06 21:22:12.645	690	631864	67	1.0900	20
2026-07-06 21:22:12.837	691	632077	56	1.0900	20
2026-07-06 21:22:14.359	692	633552	22	1.0900	20
2026-07-06 21:22:14.481	693	633734	85	1.0900	20
2026-07-06 21:22:15.437	694	634680	22	1.0900	20
2026-07-06 21:22:15.438	695	634709	281	1.0900	20
2026-07-06 21:22:16.345	696	635552	148	1.1000	20
2026-07-06 21:22:16.346	697	635604	148	1.1000	20
2026-07-06 21:22:17.425	698	636517	51	1.1000	20
2026-07-06 21:22:18.538	699	637797	34	1.1000	20
2026-07-06 21:22:21.068	700	640252	29	1.0900	20
2026-07-06 21:22:25.964	701	645250	28	1.0900	20
2026-07-06 21:22:26.749	702	645961	35	1.0900	20
2026-07-06 21:22:27.839	703	647021	62	1.0900	20
2026-07-06 21:22:28.238	704	647474	64	1.0900	20
2026-07-06 21:22:28.337	705	647566	286	1.0900	20
2026-07-06 21:22:28.637	706	647920	171	1.0900	20
2026-07-06 21:22:29.930	707	649186	39	1.0900	20
2026-07-06 21:22:30.026	708	649272	34	1.0900	20
2026-07-06 21:22:32.143	709	651410	23	1.0900	20
2026-07-06 21:22:34.149	710	653393	73	1.0900	20
2026-07-06 21:22:34.589	711	653823	98	1.0900	20
2026-07-06 21:22:36.750	712	656002	41	1.0900	20
2026-07-06 21:22:37.749	713	656954	24	1.0900	20
2026-07-06 21:22:40.953	714	660168	24	1.0800	20
2026-07-06 21:22:41.146	715	660409	67	1.0800	20
2026-07-06 21:22:41.353	716	660626	87	1.0800	20
2026-07-06 21:22:41.749	717	661004	29	1.0800	20
2026-07-06 21:22:44.536	718	663775	21	1.0800	20
2026-07-06 21:22:45.572	719	664864	36	1.0800	20
2026-07-06 21:22:45.942	720	665148	22	1.0800	20
2026-07-06 21:22:46.258	721	665523	43	1.0800	20
2026-07-06 21:22:46.478	722	665703	173	1.0800	20
2026-07-06 21:22:47.068	723	666293	236	1.0900	20
2026-07-06 21:22:47.069	724	666314	20	1.0900	20
2026-07-06 21:22:50.144	725	669340	345	1.0800	20
2026-07-06 21:22:50.464	726	669650	55	1.0800	20
2026-07-06 21:22:50.558	727	669779	405	1.0900	20
2026-07-06 21:22:50.559	728	669818	205	1.0900	20
2026-07-06 21:22:53.665	729	672954	147	1.0800	20
2026-07-06 21:22:57.390	730	676645	22	1.0800	20
2026-07-06 21:22:58.144	731	677394	33	1.0800	20
2026-07-06 21:22:58.145	732	677408	31	1.0800	20
2026-07-06 21:22:58.241	733	677457	37	1.0800	20
2026-07-06 21:22:58.436	734	677665	34	1.0800	20
2026-07-06 21:22:58.637	735	677884	26	1.0800	20
2026-07-06 21:23:02.061	736	681235	48	1.0800	20
2026-07-06 21:23:02.461	737	681700	21	1.0800	20
2026-07-06 21:23:03.664	738	682931	36	1.0800	20
2026-07-06 21:23:03.952	739	683197	23	1.0800	20
2026-07-06 21:23:06.736	740	685994	75	1.0800	20
2026-07-06 21:23:08.535	741	687773	31	1.0800	20
2026-07-06 21:23:10.935	742	690193	30	1.0800	20
2026-07-06 21:23:11.053	743	690274	23	1.0800	20
